Gene,Max Cell Type
ARMC8,Human Neurons
ARMC9,
ARMCX1,Human Neurons
ARMCX2,Human Neurons
ARMCX3,Human Neurons
ARMCX4,Human Neurons
ARMCX5,Human Neurons
ARMCX5-GPRASP2,
ARMCX6,
ARMS2,
ARNT,
ARNT2,
ARNTL,
ARNTL2,Human Neurons
ARPC1A,Human Neurons
ARPC1B,Human Microglia/Macrophage
ARPC2,Human Microglia/Macrophage
ARPC3,Human Microglia/Macrophage
ARPC4,
ARPC4-TTLL3,
ARPC5,
ARPC5L,Human Neurons
ARPM1,Human Neurons
ARPP19,
ARPP21,Human Neurons
ARR3,
ARRB1,Human mature astrocytes
ARRB2,Human Microglia/Macrophage
ARRDC1,
ARRDC2,Human Endothelial
ARRDC3,Human Microglia/Macrophage
ARRDC4,
ARRDC5,Human Microglia/Macrophage
ARSA,Human mature astrocytes
ARSB,Human Neurons
ARSD,Human mature astrocytes
ARSE,
ARSF,Human mature astrocytes
ARSG,
ARSH,
ARSI,
ARSJ,Human mature astrocytes
ARSK,
ART1,Human Endothelial
ART3,
ART4,
ART5,Human Endothelial
ARTN,
ARV1,
ARVCF,Human mature astrocytes
ARX,Human Neurons
AS3MT,
ASAH1,Human Microglia/Macrophage
ASAH2,Human Neurons
ASAH2B,Human Neurons
ASAP1,
ASAP1-IT1,
ASAP2,Human mature astrocytes
ASAP3,Human mature astrocytes
ASB1,Human Oligodendrocytes
ASB10,
ASB11,
ASB12,
ASB13,
ASB14,
ASB15,
ASB16,
ASB17,
ASB18,
ASB2,
ASB3,Human mature astrocytes
ASB4,Human mature astrocytes
ASB5,Human Oligodendrocytes
ASB6,Human mature astrocytes
ASB7,
ASB8,
ASB9,Human Endothelial
ASB9P1,
ASCC1,
ASCC2,
ASCC3,
ASCL1,
ASCL2,
ASCL3,
ASCL4,
ASF1A,Human mature astrocytes
ASF1B,
ASGR1,Human Neurons
ASGR2,
ASH1L,
ASH2L,Human Neurons
ASIP,
ASL,
ASMT,
ASMT,
ASMTL,
ASMTL,
ASMTL-AS1,
ASMTL-AS1,
ASNA1,
ASNS,Human Neurons
ASNSD1,Human Neurons
ASPA,Human Oligodendrocytes
ASPDH,
ASPG,
ASPH,
ASPHD1,
ASPHD2,Human Neurons
ASPM,Human Neurons
ASPN,Human Endothelial
ASPRV1,Human Oligodendrocytes
ASPSCR1,Human Endothelial
ASRGL1,Human mature astrocytes
ASS1,Human Endothelial
ASTE1,Human Endothelial
ASTL,
ASTN1,Human mature astrocytes
ASTN2,Human mature astrocytes
ASUN,
ASXL1,
ASXL2,
ASXL3,Human Neurons
ASZ1,
ATAD1,Human Neurons
ATAD2,Human Endothelial
ATAD2B,
ATAD3A,
ATAD3B,
ATAD3C,
ATAD5,
ATAT1,Human Neurons
ATAT1,
ATAT1,
ATAT1,
ATAT1,Human Neurons
ATAT1,
ATAT1,Human Neurons
ATCAY,Human Neurons
ATE1,
ATF1,
ATF2,Human Neurons
ATF3,Human Microglia/Macrophage
ATF4,Human Microglia/Macrophage
ATF5,Human Microglia/Macrophage
ATF6,Human Microglia/Macrophage
ATF6B,
ATF6B,
ATF6B,
ATF6B,Human mature astrocytes
ATF7,Human mature astrocytes
ATF7IP,
ATF7IP2,Human Microglia/Macrophage
ATG10,
ATG12,Human Neurons
ATG13,
ATG14,
ATG16L1,Human Neurons
ATG16L2,Human Microglia/Macrophage
ATG2A,Human mature astrocytes
ATG2B,Human Neurons
ATG3,Human Oligodendrocytes
ATG4A,
ATG4B,
ATG4C,Human Oligodendrocytes
ATG4D,
ATG5,
ATG7,
ATG9A,Human mature astrocytes
ATG9B,Human Neurons
ATHL1,Human Endothelial
ATIC,Human mature astrocytes
ATL1,Human Neurons
ATL2,
ATL3,
ATM,Human Microglia/Macrophage
ATMIN,
ATN1,Human mature astrocytes
ATOH1,
ATOH7,Human Neurons
ATOH8,Human Endothelial
ATOX1,
ATP10A,Human Endothelial
ATP10B,Human Oligodendrocytes
ATP10D,
ATP11A,
ATP11B,
ATP11C,Human Microglia/Macrophage
ATP12A,
ATP13A1,
ATP13A2,
ATP13A3,Human Microglia/Macrophage
ATP13A4,Human mature astrocytes
ATP13A5,Human mature astrocytes
ATP1A1,Human Neurons
ATP1A1OS,
ATP1A2,Human mature astrocytes
ATP1A3,Human Neurons
ATP1A4,Human mature astrocytes
ATP1B1,Human Neurons
ATP1B2,Human mature astrocytes
ATP1B3,Human Microglia/Macrophage
ATP1B4,
ATP2A1,
ATP2A2,Human Neurons
ATP2A3,Human Microglia/Macrophage
ATP2B1,Human Neurons
ATP2B2,Human Neurons
ATP2B3,Human Neurons
ATP2B4,Human mature astrocytes
ATP2C1,
ATP2C2,Human Oligodendrocytes
ATP4A,
ATP4B,
ATP5A1,
ATP5B,
ATP5C1,
ATP5D,Human mature astrocytes
ATP5E,Human Neurons
ATP5EP2,Human Endothelial
ATP5F1,
ATP5G1,Human Neurons
ATP5G2,
ATP5G3,Human Neurons
ATP5H,Human Neurons
ATP5I,
ATP5J,Human Neurons
ATP5J2,Human Neurons
ATP5J2-PTCD1,
ATP5L,Human Neurons
ATP5L2,Human Microglia/Macrophage
ATP5O,Human Neurons
ATP5S,
ATP5SL,Human Endothelial
ATP6AP1,Human Neurons
ATP6AP1L,Human mature astrocytes
ATP6AP2,Human Neurons
ATP6V0A1,Human Neurons
ATP6V0A2,
ATP6V0A4,Human Oligodendrocytes
ATP6V0B,
ATP6V0C,
ATP6V0CP3,
ATP6V0D1,
ATP6V0D2,
ATP6V0E1,
ATP6V0E2,Human mature astrocytes
ATP6V1A,Human Neurons
ATP6V1B1,
ATP6V1B2,
ATP6V1C1,Human Neurons
ATP6V1C2,Human Microglia/Macrophage
ATP6V1D,Human Neurons
ATP6V1E1,Human Neurons
ATP6V1E2,
ATP6V1F,Human Neurons
ATP6V1G1,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2,Human Neurons
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,
ATP6V1G2-DDX39B,Human Microglia/Macrophage
ATP6V1G2-DDX39B,
ATP6V1G3,
ATP6V1H,Human Neurons
ATP7A,Human Microglia/Macrophage
ATP7B,Human Endothelial
ATP8A1,
ATP8A2,Human Neurons
ATP8B1,Human Endothelial
ATP8B2,
ATP8B3,
ATP8B4,Human Microglia/Macrophage
ATP8B5P,
ATP9A,Human Neurons
ATP9B,
ATPAF1,Human mature astrocytes
ATPAF1-AS1,Human Microglia/Macrophage
ATPAF2,Human Neurons
ATPBD4,Human mature astrocytes
ATPIF1,Human Neurons
ATR,Human Neurons
ATRIP,
ATRN,
ATRNL1,Human Neurons
ATRX,Human Neurons
ATXN1,Human Neurons
ATXN10,Human Neurons
ATXN1L,
ATXN2,
ATXN2L,
ATXN3,
ATXN3L,
ATXN7,Human Microglia/Macrophage
ATXN7L1,Human Neurons
ATXN7L2,Human mature astrocytes
ATXN7L3,
ATXN7L3B,Human Neurons
ATXN8OS,
AUH,Human Neurons
AUP1,
AURKA,
AURKAIP1,
AURKAPS1,Human Microglia/Macrophage
AURKB,
AURKC,Human mature astrocytes
AUTS2,Human mature astrocytes
AVEN,
AVIL,
AVL9,Human Neurons
AVP,
AVPI1,Human Neurons
AVPR1A,Human Endothelial
AVPR1B,
AVPR2,
AWAT1,
AWAT2,
AXDND1,
AXIN1,
AXIN2,
AXL,
AZGP1,Human Oligodendrocytes
AZGP1P1,
AZI1,
AZI2,Human Neurons
AZIN1,
AZU1,
B2M,
B3GALNT1,Human Neurons
B3GALNT2,
B3GALT1,
B3GALT2,Human Neurons
B3GALT4,
B3GALT4,
B3GALT4,
B3GALT4,
B3GALT4,
B3GALT5,Human mature astrocytes
B3GALT6,
B3GALTL,
B3GAT1,
B3GAT2,
B3GAT3,Human mature astrocytes
B3GNT1,Human Neurons
B3GNT2,
B3GNT3,
B3GNT4,
B3GNT5,Human Microglia/Macrophage
B3GNT6,
B3GNT7,Human Oligodendrocytes
B3GNT8,
B3GNT9,
B3GNTL1,
B4GALNT1,Human Neurons
B4GALNT2,
B4GALNT3,
B4GALNT4,Human mature astrocytes
B4GALT1,Human Microglia/Macrophage
B4GALT2,
B4GALT3,Human Neurons
B4GALT4,
B4GALT5,Human Neurons
B4GALT6,Human Neurons
B4GALT7,
B7H6,Human Neurons
B9D1,Human mature astrocytes
B9D2,
BAALC,Human mature astrocytes
BAAT,Human Neurons
BABAM1,Human Neurons
BACE1,
BACE1-AS,
BACE2,Human Endothelial
BACH1,Human Microglia/Macrophage
BACH2,Human Neurons
BAD,Human Endothelial
BAG1,
BAG2,Human Neurons
BAG3,
BAG4,Human Neurons
BAG5,Human Neurons
BAG6,
BAG6,
BAG6,
BAG6,
BAG6,
BAG6,
BAG6,
BAGE,
BAGE3,
BAGE4,
BAGE5,
BAHCC1,
BAHD1,
BAI1,Human mature astrocytes
BAI2,Human mature astrocytes
BAI3,
BAIAP2,
BAIAP2L1,Human Endothelial
BAIAP2L2,
BAIAP3,
BAK1,
BAMBI,Human Oligodendrocytes
BANF1,
BANF2,
BANK1,Human Microglia/Macrophage
BANP,
BAP1,
BARD1,Human Oligodendrocytes
BARHL1,
BARHL2,
BARX1,
BARX2,
BASP1,Human Neurons
BASP1P1,
BATF,
BATF2,Human Endothelial
BATF3,Human Microglia/Macrophage
BAX,
BAZ1A,Human Microglia/Macrophage
BAZ1B,
BAZ2A,
BAZ2B,Human mature astrocytes
BBC3,
BBIP1,
BBOX1,Human mature astrocytes
BBS1,Human mature astrocytes
BBS10,Human mature astrocytes
BBS12,Human Neurons
BBS2,Human mature astrocytes
BBS4,
BBS5,Human mature astrocytes
BBS7,Human Neurons
BBS9,
BBX,Human Oligodendrocytes
BCAM,Human Endothelial
BCAN,Human mature astrocytes
BCAP29,Human Neurons
BCAP31,
BCAR1,
BCAR3,
BCAR4,
BCAS1,Human Oligodendrocytes
BCAS2,
BCAS3,
BCAS4,
BCAT1,
BCAT2,Human mature astrocytes
BCCIP,
BCDIN3D,
BCHE,Human Oligodendrocytes
BCKDHA,Human mature astrocytes
BCKDHB,Human mature astrocytes
BCKDK,
BCL10,Human Microglia/Macrophage
BCL11A,Human Neurons
BCL11B,Human Neurons
BCL2,
BCL2A1,Human Microglia/Macrophage
BCL2L1,Human Endothelial
BCL2L10,Human Neurons
BCL2L11,Human Microglia/Macrophage
BCL2L12,
BCL2L13,
BCL2L14,
BCL2L15,Human Neurons
BCL2L2,Human Oligodendrocytes
BCL2L2-PABPN1,
BCL3,
BCL6,
BCL6B,Human Endothelial
BCL7A,Human Neurons
BCL7B,
BCL7C,
BCL9,
BCL9L,
BCLAF1,
BCMO1,
BCO2,
BCOR,
BCORL1,Human mature astrocytes
BCORP1,
BCR,Human mature astrocytes
BCRP2,Human mature astrocytes
BCRP3,
BCS1L,
BCYRN1,Human Endothelial
BDAG1,Human Neurons
BDH1,
BDH2,Human mature astrocytes
BDKRB1,
BDKRB2,
BDNF,Human Neurons
BDNF-AS1,
BDP1,Human Neurons
BEAN1,Human Neurons
BECN1,Human Neurons
BEGAIN,
BEND2,
BEND3,
BEND4,Human Neurons
BEND5,Human Neurons
BEND6,Human Neurons
BEND7,
BEST1,
BEST2,
BEST3,Human Oligodendrocytes
BEST4,Human Neurons
BET1,
BET1L,
BET3L,
BEX1,Human Neurons
BEX2,Human Neurons
BEX4,Human Neurons
BEX5,Human Neurons
BFAR,
BFSP1,
BFSP2,
BGLAP,Human Endothelial
BGN,Human Endothelial
BHLHA15,
BHLHA9,
BHLHB9,Human Neurons
BHLHE22,Human Neurons
BHLHE23,
BHLHE40,
BHLHE41,Human Microglia/Macrophage
BHMT,Human Endothelial
BHMT2,Human mature astrocytes
BICC1,
BICD1,Human Neurons
BICD2,Human Microglia/Macrophage
BID,Human Microglia/Macrophage
BIK,Human Microglia/Macrophage
BIN1,
BIN2,Human Microglia/Macrophage
BIN3,
BIRC2,
BIRC3,Human Microglia/Macrophage
BIRC5,
BIRC6,
BIRC7,
BIRC8,
BIVM,Human Neurons
BIVM-ERCC5,Human Neurons
BK250D10.8,Human mature astrocytes
BLCAP,Human Neurons
BLID,
BLK,
BLM,Human Oligodendrocytes
BLMH,
BLNK,Human Microglia/Macrophage
BLOC1S1,
BLOC1S1-RDH5,Human Microglia/Macrophage
BLOC1S2,Human Neurons
BLOC1S3,Human Endothelial
BLVRA,Human Neurons
BLVRB,Human mature astrocytes
BLZF1,
BMF,Human Microglia/Macrophage
BMI1,
BMP1,Human mature astrocytes
BMP10,
BMP15,
BMP2,
BMP2K,Human Microglia/Macrophage
BMP3,Human Neurons
BMP4,Human Endothelial
BMP5,Human Neurons
BMP6,Human Endothelial
BMP7,Human mature astrocytes
BMP8A,Human Oligodendrocytes
BMP8B,Human Oligodendrocytes
BMPER,Human Neurons
BMPR1A,Human mature astrocytes
BMPR1B,Human mature astrocytes
BMPR2,
BMS1,
BMS1P4,
BMS1P5,
BMS1P5,
BMX,Human Endothelial
BNC1,
BNC2,Human Microglia/Macrophage
BNIP1,Human Neurons
BNIP2,Human Microglia/Macrophage
BNIP3,
BNIP3L,
BNIPL,
BOC,Human mature astrocytes
BOD1,
BOD1L,
BOD1P,
BOK,Human Oligodendrocytes
BOK-AS1,Human Microglia/Macrophage
BOLA1,Human Neurons
BOLA2,
BOLA2,
BOLA3,Human Neurons
BOLA3-AS1,Human Neurons
BOLL,
BOP1,Human mature astrocytes
BORA,Human Oligodendrocytes
BPESC1,
BPGM,
BPHL,
BPI,
BPIFA1,
BPIFA2,
BPIFA3,
BPIFA4P,
BPIFB2,
BPIFB3,
BPIFB4,
BPIFB6,
BPIFC,
BPNT1,
BPTF,
BPY2,
BPY2B,
BPY2B,
BRAF,Human Neurons
BRAP,
BRAT1,Human mature astrocytes
BRCA1,
BRCA2,Human Microglia/Macrophage
BRCC3,Human Neurons
BRD1,
BRD2,Human Microglia/Macrophage
BRD2,
BRD2,
BRD2,
BRD2,Human Endothelial
BRD2,Human Microglia/Macrophage
BRD2,
BRD3,
BRD4,
BRD7,
BRD7P3,
BRD8,
BRD9,
BRDT,
BRE,Human Neurons
BREA2,
BRF1,Human mature astrocytes
BRF2,
BRI3,
BRI3BP,Human mature astrocytes
BRIP1,Human Neurons
BRIX1,
BRK1,Human Neurons
BRMS1,
BRMS1L,Human Neurons
BROX,
BRP44,Human Neurons
BRP44L,
BRPF1,Human Microglia/Macrophage
BRPF3,Human Neurons
BRS3,
BRSK1,
BRSK2,
BRWD1,Human Neurons
BRWD1-IT2,
BRWD3,
BSCL2,Human Neurons
BSDC1,
BSG,Human Endothelial
BSN,Human Neurons
BSN-AS2,Human mature astrocytes
BSND,
BSPH1,
BSPRY,Human Neurons
BST1,
BST2,Human Endothelial
BSX,
BTAF1,Human Microglia/Macrophage
BTBD1,
BTBD10,Human Neurons
BTBD11,Human Neurons
BTBD16,Human Oligodendrocytes
BTBD17,Human mature astrocytes
BTBD18,Human Microglia/Macrophage
BTBD19,
BTBD2,
BTBD3,Human Oligodendrocytes
BTBD6,
BTBD7,Human Microglia/Macrophage
BTBD8,
BTBD9,Human Neurons
BTC,
BTD,
BTF3,
BTF3L4,Human Neurons
BTF3P11,
BTG1,Human Microglia/Macrophage
BTG2,
BTG3,Human Microglia/Macrophage
BTG4,
BTK,Human Microglia/Macrophage
BTLA,
BTN1A1,
BTN2A1,
BTN2A2,Human Microglia/Macrophage
BTN2A3P,Human Endothelial
BTN3A1,
BTN3A2,
BTN3A3,
BTNL2,
BTNL2,
BTNL2,
BTNL2,
BTNL2,
BTNL2,
BTNL2,
BTNL2,
BTNL3,Human Endothelial
BTNL8,Human Neurons
BTNL9,Human Endothelial
BTRC,Human Neurons
BUB1,
BUB1B,
BUB3,
BUD13,
BUD31,
BVES,
BVES-AS1,Human Oligodendrocytes
BYSL,
BZRAP1,
BZW1,
BZW2,Human Neurons
C10orf10,Human Endothelial
C10orf103,
C10orf105,Human mature astrocytes
C10orf107,
C10orf108,
C10orf11,Human Microglia/Macrophage
C10orf111,Human mature astrocytes
C10orf113,Human mature astrocytes
C10orf114,Human mature astrocytes
C10orf116,Human Endothelial
C10orf118,Human Neurons
C10orf12,Human Microglia/Macrophage
C10orf120,
C10orf122,
C10orf125,Human Endothelial
C10orf128,Human Microglia/Macrophage
C10orf129,
C10orf131,
C10orf136,
C10orf137,Human Neurons
C10orf140,
C10orf2,
C10orf25,
C10orf26,
C10orf27,
C10orf28,
C10orf32,Human Neurons
C10orf32-AS3MT,
C10orf35,Human Neurons
C10orf40,
C10orf46,
C10orf47,Human Endothelial
C10orf53,
C10orf54,Human Microglia/Macrophage
C10orf55,
C10orf58,Human mature astrocytes
C10orf62,
C10orf67,
C10orf68,Human Oligodendrocytes
C10orf71,
C10orf76,
C10orf81,
C10orf82,
C10orf88,Human Neurons
C10orf90,Human Oligodendrocytes
C10orf91,
C10orf95,
C10orf96,
C10orf99,
C11orf1,
C11orf10,Human Oligodendrocytes
C11orf16,
C11orf2,
C11orf20,Human mature astrocytes
C11orf21,
C11orf24,
C11orf30,
C11orf31,
C11orf34,
C11orf35,
C11orf36,
C11orf40,
C11orf41,Human Neurons
C11orf42,Human mature astrocytes
C11orf45,Human Microglia/Macrophage
C11orf46,Human Neurons
C11orf48,
C11orf49,Human mature astrocytes
C11orf51,
C11orf52,
C11orf53,
C11orf54,
C11orf57,Human Neurons
C11orf58,
C11orf61,
C11orf63,Human Neurons
C11orf65,
C11orf67,
C11orf68,
C11orf70,Human mature astrocytes
C11orf71,Human Endothelial
C11orf73,
C11orf74,
C11orf75,Human Microglia/Macrophage
C11orf80,Human Neurons
C11orf82,
C11orf83,
C11orf84,Human Neurons
C11orf85,
C11orf86,
C11orf87,Human Neurons
C11orf88,
C11orf9,Human Oligodendrocytes
C11orf91,
C11orf92,
C11orf93,Human mature astrocytes
C11orf94,
C11orf95,
C11orf96,Human Endothelial
C12orf10,
C12orf12,
C12orf23,
C12orf26,Human Oligodendrocytes
C12orf29,
C12orf32,
C12orf33,
C12orf34,Human Oligodendrocytes
C12orf35,Human Microglia/Macrophage
C12orf36,
C12orf37,
C12orf39,Human mature astrocytes
C12orf4,Human Neurons
C12orf40,
C12orf42,
C12orf43,
C12orf44,Human Microglia/Macrophage
C12orf45,
C12orf47,Human Neurons
C12orf49,Human mature astrocytes
C12orf5,Human Microglia/Macrophage
C12orf50,
C12orf51,Human Neurons
C12orf52,
C12orf53,Human Neurons
C12orf54,Human mature astrocytes
C12orf56,Human Microglia/Macrophage
C12orf57,Human Endothelial
C12orf59,Human Microglia/Macrophage
C12orf60,
C12orf61,Human Microglia/Macrophage
C12orf65,
C12orf66,Human Neurons
C12orf68,Human Neurons
C12orf69,Human Neurons
C12orf70,Human Endothelial
C12orf71,
C12orf73,Human Neurons
C12orf74,
C12orf75,Human Microglia/Macrophage
C12orf76,
C12orf77,
C13orf15,
C13orf33,
C13orf35,
C14orf1,
C14orf101,
C14orf102,
C14orf105,
C14orf109,
C14orf118,
C14orf119,
C14orf126,
C14orf129,
C14orf132,
C14orf133,
C14orf135,
C14orf142,Human mature astrocytes
C14orf149,Human Oligodendrocytes
C14orf159,Human mature astrocytes
C14orf162,Human Neurons
C14orf165,
C14orf166,Human Neurons
C14orf166B,
C14orf167,
C14orf169,
C14orf176,Human mature astrocytes
C14orf177,
C14orf178,
C14orf180,
C14orf182,
C14orf183,Human Microglia/Macrophage
C14orf2,Human Neurons
C14orf21,
C14orf23,Human Neurons
C14orf28,
C14orf37,Human mature astrocytes
C14orf38,
C14orf39,
C14orf43,
C14orf45,Human Neurons
C14orf49,
C14orf55,
C14orf64,
C14orf79,Human mature astrocytes
C14orf80,
C14orf93,
C15orf17,
C15orf2,Human Neurons
C15orf23,Human Neurons
C15orf24,
C15orf26,Human Microglia/Macrophage
C15orf27,Human Neurons
C15orf29,
C15orf32,Human Neurons
C15orf33,Human mature astrocytes
C15orf34,Human mature astrocytes
C15orf37,Human Microglia/Macrophage
C15orf38,
C15orf38-AP3S2,Human Neurons
C15orf39,Human Microglia/Macrophage
C15orf40,
C15orf41,Human Neurons
C15orf42,
C15orf43,
C15orf44,
C15orf48,Human Microglia/Macrophage
C15orf5,Human Microglia/Macrophage
C15orf50,
C15orf52,
C15orf53,
C15orf54,Human Neurons
C15orf55,
C15orf56,
C15orf57,Human Neurons
C15orf58,
C15orf59,
C15orf60,
C15orf61,
C15orf62,Human mature astrocytes
C15orf63,
C16orf11,
C16orf13,
C16orf3,Human mature astrocytes
C16orf42,Human Endothelial
C16orf45,Human Neurons
C16orf46,
C16orf48,Human mature astrocytes
C16orf5,Human mature astrocytes
C16orf52,Human Neurons
C16orf53,
C16orf54,Human Microglia/Macrophage
C16orf55,Human Endothelial
C16orf57,
C16orf58,
C16orf59,
C16orf62,
C16orf7,Human mature astrocytes
C16orf70,Human Neurons
C16orf71,
C16orf72,Human Microglia/Macrophage
C16orf73,Human Neurons
C16orf74,Human mature astrocytes
C16orf78,
C16orf79,
C16orf80,
C16orf82,
C16orf86,Human mature astrocytes
C16orf87,
C16orf88,
C16orf89,Human mature astrocytes
C16orf90,
C16orf91,
C16orf92,
C16orf93,
C16orf95,
C16orf96,
C17orf100,
C17orf101,
C17orf102,Human Neurons
C17orf103,Human mature astrocytes
C17orf104,Human Neurons
C17orf105,
C17orf107,Human Microglia/Macrophage
C17orf108,Human Neurons
C17orf109,Human Oligodendrocytes
C17orf110,Human Oligodendrocytes
C17orf28,Human Endothelial
C17orf39,
C17orf47,
C17orf48,
C17orf49,Human Endothelial
C17orf50,
C17orf51,Human Neurons
C17orf53,
C17orf56,
C17orf57,Human Microglia/Macrophage
C17orf58,
C17orf59,
C17orf61,
C17orf61-PLSCR3,Human mature astrocytes
C17orf62,
C17orf63,
C17orf64,
C17orf65,Human Microglia/Macrophage
C17orf66,
C17orf67,Human Endothelial
C17orf69,
C17orf69,Human Neurons
C17orf70,
C17orf72,
C17orf74,
C17orf75,Human Neurons
C17orf76-AS1,
C17orf77,
C17orf78,
C17orf79,Human Neurons
C17orf80,
C17orf81,
C17orf82,
C17orf85,
C17orf89,
C17orf90,
C17orf96,
C17orf97,
C17orf98,
C17orf99,
C18orf1,
C18orf21,Human Neurons
C18orf25,Human Neurons
C18orf26,
C18orf32,
C18orf34,
C18orf42,Human Neurons
C18orf54,Human Oligodendrocytes
C18orf56,
C18orf62,Human Oligodendrocytes
C18orf63,
C18orf8,
C19orf10,
C19orf12,Human Neurons
C19orf18,Human mature astrocytes
C19orf21,
C19orf24,Human mature astrocytes
C19orf25,
C19orf26,
C19orf29,
C19orf29-AS1,
C19orf33,
C19orf35,
C19orf38,Human Microglia/Macrophage
C19orf40,
C19orf42,
C19orf43,
C19orf44,Human mature astrocytes
C19orf45,
C19orf46,
C19orf47,
C19orf48,
C19orf51,
C19orf52,Human Neurons
C19orf53,
C19orf54,Human mature astrocytes
C19orf55,
C19orf57,
C19orf59,Human Microglia/Macrophage
C19orf6,
C19orf60,Human Endothelial
C19orf63,
C19orf66,Human Endothelial
C19orf69,Human Endothelial
C19orf70,
C19orf71,
C19orf73,Human Neurons
C19orf75,
C19orf76,
C19orf77,Human Microglia/Macrophage
C19orf79,
C19orf80,
C19orf81,
C1D,Human mature astrocytes
C1GALT1,Human Oligodendrocytes
C1GALT1C1,
C1orf100,
C1orf101,
C1orf105,
C1orf106,Human Oligodendrocytes
C1orf109,
C1orf110,Human mature astrocytes
C1orf111,
C1orf112,Human Microglia/Macrophage
C1orf114,Human Neurons
C1orf115,Human Neurons
C1orf116,Human Microglia/Macrophage
C1orf122,
C1orf123,Human Neurons
C1orf124,
C1orf126,Human Neurons
C1orf127,
C1orf129,
C1orf130,Human Microglia/Macrophage
C1orf131,
C1orf133,
C1orf135,Human Neurons
C1orf140,Human Oligodendrocytes
C1orf141,
C1orf144,
C1orf146,
C1orf150,Human Microglia/Macrophage
C1orf151-NBL1,
C1orf158,
C1orf159,
C1orf162,Human Microglia/Macrophage
C1orf168,
C1orf170,
C1orf172,
C1orf173,Human Neurons
C1orf174,
C1orf177,
C1orf180,
C1orf182,
C1orf185,
C1orf186,
C1orf187,
C1orf189,
C1orf192,Human Oligodendrocytes
C1orf194,Human Neurons
C1orf198,
C1orf200,
C1orf201,
C1orf204,
C1orf21,
C1orf210,
C1orf212,
C1orf213,
C1orf216,Human Neurons
C1orf220,Human Neurons
C1orf226,Human Oligodendrocytes
C1orf227,Human Microglia/Macrophage
C1orf228,
C1orf229,
C1orf233,
C1orf27,
C1orf31,Human Neurons
C1orf35,Human mature astrocytes
C1orf38,Human Microglia/Macrophage
C1orf43,
C1orf49,
C1orf50,Human Neurons
C1orf51,
C1orf52,Human Neurons
C1orf53,Human Neurons
C1orf54,
C1orf55,
C1orf56,Human Microglia/Macrophage
C1orf61,Human mature astrocytes
C1orf63,
C1orf64,Human Endothelial
C1orf65,
C1orf68,
C1orf74,
C1orf85,
C1orf86,
C1orf87,
C1orf88,
C1orf9,
C1orf94,Human Neurons
C1orf95,
C1orf96,Human Neurons
C1orf98,
C1QA,Human Microglia/Macrophage
C1QB,Human Microglia/Macrophage
C1QBP,Human Neurons
C1QC,Human Microglia/Macrophage
C1QL1,
C1QL2,Human mature astrocytes
C1QL4,
C1QTNF1,Human Endothelial
C1QTNF2,
C1QTNF3,Human mature astrocytes
C1QTNF3-AMACR,Human mature astrocytes
C1QTNF4,
C1QTNF5,Human Endothelial
C1QTNF6,Human mature astrocytes
C1QTNF7,Human Neurons
C1QTNF8,
C1QTNF9,Human Neurons
C1QTNF9B,Human Neurons
C1QTNF9B-AS1,
C1R,Human mature astrocytes
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C2,Human Microglia/Macrophage
C20orf11,
C20orf111,
C20orf112,
C20orf118,
C20orf123,
C20orf132,
C20orf141,
C20orf144,
C20orf151,
C20orf152,
C20orf160,Human Endothelial
C20orf166,
C20orf166-AS1,
C20orf173,
C20orf194,Human mature astrocytes
C20orf195,
C20orf196,
C20orf197,Human Microglia/Macrophage
C20orf20,
C20orf201,
C20orf202,Human Endothelial
C20orf203,Human Neurons
C20orf24,Human Neurons
C20orf26,
C20orf27,Human Microglia/Macrophage
C20orf29,
C20orf3,
C20orf30,
C20orf4,
C20orf43,
C20orf54,Human Endothelial
C20orf7,Human Neurons
C20orf72,
C20orf79,
C20orf85,
C20orf94,
C20orf96,Human mature astrocytes
C21orf119,
C21orf128,
C21orf15,Human Oligodendrocytes
C21orf2,
C21orf33,
C21orf37,Human Oligodendrocytes
C21orf49,
C21orf54,
C21orf56,Human Neurons
C21orf58,
C21orf59,Human Neurons
C21orf62,Human mature astrocytes
C21orf63,Human Endothelial
C21orf67,
C21orf7,
C21orf88,
C21orf90,
C21orf91,Human Oligodendrocytes
C21orf91-OT1,
C22orf13,
C22orf15,
C22orf23,
C22orf24,
C22orf25,Human Microglia/Macrophage
C22orf26,
C22orf28,
C22orf29,Human Neurons
C22orf31,Human mature astrocytes
C22orf32,Human Neurons
C22orf34,Human Neurons
C22orf39,Human Neurons
C22orf40,
C22orf42,
C22orf43,Human Microglia/Macrophage
C22orf45,
C22orf46,Human Oligodendrocytes
C2CD2,Human Endothelial
C2CD2L,Human Neurons
C2CD3,
C2CD4A,
C2CD4B,Human Endothelial
C2CD4C,
C2CD4D,
C2orf15,
C2orf16,
C2orf18,Human mature astrocytes
